minute,p_active,p_home_shot,p_away_shot,p_home_goal,p_away_goal,p_home_foul,p_away_foul,p_home_yellow,p_away_yellow,p_home_corner,p_away_corner,p_home_leading_after,p_draw_after,p_away_leading_after,expected_home_goals_after,expected_away_goals_after
87,1.0,0.15368333333333334,0.10452333333333333,0.012623333333333334,0.012653333333333334,0.14733,0.14219666666666667,0.031913333333333335,0.03072,0.05590333333333333,0.03283333333333333,0.36285666666666666,0.31707,0.3200733333333333,1.1724566666666667,1.0908366666666667
88,1.0,0.15580333333333332,0.10587333333333333,0.012383333333333333,0.01202,0.14249333333333333,0.13997666666666667,0.030376666666666666,0.029953333333333332,0.06662,0.03917,0.36334333333333335,0.31620333333333334,0.3204533333333333,1.18484,1.1028566666666666
89,1.0,0.16479666666666667,0.11284666666666666,0.01291,0.01271,0.14494333333333334,0.14077333333333333,0.031003333333333334,0.03092666666666667,0.06951333333333333,0.040933333333333335,0.36394333333333334,0.31510333333333335,0.3209533333333333,1.19775,1.1155666666666666
90,1.0,0.16379333333333335,0.11251333333333334,0.01445,0.01368,0.14704333333333333,0.14118,0.03346333333333333,0.032453333333333334,0.07132333333333334,0.04293333333333333,0.36438,0.31427,0.32135,1.2122,1.1292466666666667
90+1,1.0,0.16953666666666667,0.11653,0.01445,0.014016666666666667,0.14278666666666667,0.13794333333333333,0.033396666666666665,0.03257,0.07725666666666667,0.04579,0.36499333333333334,0.31310333333333334,0.3219033333333333,1.22665,1.1432633333333333
90+2,1.0,0.20562333333333332,0.14266333333333334,0.01844,0.017813333333333334,0.15273333333333333,0.14919,0.04101,0.04004666666666667,0.09985666666666666,0.059866666666666665,0.36579,0.31194333333333335,0.32226666666666665,1.24509,1.1610766666666668
90+3,0.9999933333333333,0.20944333333333334,0.14372333333333334,0.01919,0.01812,0.15808333333333333,0.15350333333333332,0.04418333333333333,0.04312333333333333,0.10600333333333334,0.06223,0.36639333333333335,0.31099,0.32261666666666666,1.26428,1.1791966666666667
90+4,0.9997933333333333,0.21573333333333333,0.14806333333333332,0.020283333333333334,0.018233333333333334,0.16196666666666668,0.15673,0.04819333333333333,0.04633,0.10972666666666667,0.06579,0.36741666666666667,0.31001,0.3225733333333333,1.2845633333333333,1.19743
90+5,0.9964833333333334,0.2276,0.15688666666666667,0.02254,0.0201,0.16610333333333333,0.16170333333333334,0.052156666666666664,0.05094,0.10635666666666667,0.06306,0.36861666666666665,0.30873,0.32265333333333335,1.3071033333333333,1.21753
90+6,0.9559633333333334,0.21841666666666668,0.15087666666666666,0.02125,0.019786666666666668,0.15976666666666667,0.15457333333333334,0.05018333333333334,0.04815,0.10262666666666667,0.06087666666666667,0.36927666666666664,0.30795333333333336,0.32277,1.3283533333333333,1.2373166666666666
90+7,0.8327466666666666,0.19219333333333333,0.13284666666666667,0.01867,0.01726,0.13853666666666667,0.13509,0.04392,0.04250333333333333,0.09018666666666666,0.05355666666666667,0.36990666666666666,0.3073033333333333,0.32279,1.3470233333333332,1.2545766666666667
90+8,0.6333233333333333,0.14701333333333333,0.10213,0.014206666666666666,0.01352,0.10532666666666667,0.10203,0.033113333333333335,0.03216,0.06900666666666666,0.041043333333333334,0.3705466666666667,0.3061566666666667,0.3232966666666667,1.36123,1.2680966666666666
90+9,0.41306,0.09613,0.06714333333333333,0.009113333333333333,0.008886666666666666,0.06854666666666667,0.06637,0.02137,0.020763333333333335,0.044833333333333336,0.02709,0.37077666666666664,0.3056566666666667,0.32356666666666667,1.3703433333333332,1.2769833333333334
90+10,0.23016666666666666,0.05481333333333333,0.03805666666666667,0.00528,0.0051533333333333336,0.037836666666666664,0.03683,0.012013333333333334,0.01137,0.025906666666666668,0.015136666666666666,0.3708,0.30550333333333335,0.3236966666666667,1.3756233333333334,1.2821366666666667
90+11,0.10844333333333334,0.02577,0.01828,0.00242,0.002513333333333333,0.018496666666666668,0.01748,0.005923333333333333,0.0054733333333333335,0.012143333333333334,0.00715,0.37085,0.30538,0.32377,1.3780433333333333,1.28465
90+12,0.04348333333333333,0.01043,0.0072766666666666665,0.0010533333333333334,0.0010266666666666666,0.0074466666666666665,0.006873333333333334,0.0023966666666666667,0.0020766666666666668,0.004993333333333333,0.0029966666666666666,0.37085666666666667,0.30532333333333334,0.32382,1.3790966666666666,1.2856766666666666
